order_item_id,order_id,product_id,quantity,unit_price,discount_amount,item_revenue,discount_applied,final_price
130,78,805,1,1899.4,213.34,1686.06,0,1899.4
131,79,855,1,440.43,62.51,377.92,30,308.301
132,79,713,1,1957.25,60.65,1896.6,20,1565.8000000000002
133,80,395,1,2765.23,301.39,2463.84,0,2765.23
134,81,311,1,5092.96,0.0,5092.96,20,4074.368
135,82,531,1,58790.28,0.0,58790.28,10,52911.252
136,83,693,2,1188.09,0.0,2376.18,10,1069.281
137,84,1566,2,2317.3,0.0,4634.6,0,2317.3
138,85,749,1,5523.77,376.18,5147.59,0,5523.77
139,86,1555,1,2372.47,250.04,2122.43,10,2135.223
140,86,1153,1,145864.75,16222.33,129642.42,0,145864.75
141,87,817,1,2091.51,188.8,1902.71,0,2091.51
142,88,956,1,2547.65,345.79,2201.86,20,2038.12
143,88,787,2,2387.75,473.42,4302.08,30,1671.425
144,88,697,1,415.23,28.75,386.48,10,373.7070000000001
145,88,1585,1,1472.08,148.45,1323.63,20,1177.664
146,89,938,1,9347.84,507.19,8840.65,10,8413.056
147,90,167,1,90813.43,0.0,90813.43,20,72650.74399999999
148,91,677,1,1113.35,57.08,1056.27,0,1113.35
149,92,873,3,1037.71,0.0,3113.13,10,933.939
150,93,513,1,35628.09,48.96,35579.13,20,28502.472
151,94,826,2,1971.53,425.17,3517.89,30,1380.071
152,94,1273,1,82929.26,4623.95,78305.31,20,66343.408
153,95,890,2,930.52,35.42,1825.62,10,837.468
154,96,542,2,62378.47,7943.9,116813.04,10,56140.623
155,97,868,1,2801.32,298.66,2502.66,10,2521.188
156,97,931,1,2958.87,354.8,2604.07,20,2367.096
157,97,933,1,1968.53,258.65,1709.88,30,1377.971
158,97,1323,1,7044.95,867.37,6177.58,20,5635.96
159,98,833,1,3282.57,28.37,3254.2,20,2626.0560000000005
160,99,574,1,2746.95,116.34,2630.61,10,2472.255
161,99,1068,1,2832.17,56.36,2775.81,10,2548.953
162,100,873,1,1037.71,0.0,1037.71,30,726.3969999999999
163,100,46,1,4876.53,0.0,4876.53,10,4388.877
164,101,1031,1,356.88,4.25,352.63,0,356.88
165,102,1328,1,2127.08,312.91,1814.17,10,1914.372
166,102,127,2,2230.56,379.51,4081.61,20,1784.448
167,102,839,2,289.42,14.06,564.78,20,231.53600000000003
168,103,1226,1,55280.49,0.0,55280.49,30,38696.34299999999
169,104,1341,2,36074.93,7643.83,64506.03,30,25252.451
170,105,1347,1,1641.29,0.0,1641.29,30,1148.9029999999998
171,106,26,1,4152.23,0.0,4152.23,0,4152.23
172,106,1583,1,1683.61,0.0,1683.61,10,1515.249
173,106,691,1,1776.03,0.0,1776.03,30,1243.221
174,106,1090,1,117469.55,0.0,117469.55,0,117469.55
175,107,673,1,94567.66,6325.26,88242.4,30,66197.362
176,107,473,1,2980.81,154.17,2826.64,0,2980.81
177,108,1030,1,4144.31,269.81,3874.5,0,4144.31
178,109,718,1,7664.54,125.1,7539.44,20,6131.6320000000005
179,110,1425,1,38118.15,0.0,38118.15,20,30494.520000000004
180,111,1055,1,61678.24,0.0,61678.24,30,43174.768
181,111,484,1,3780.52,0.0,3780.52,30,2646.364
182,111,1435,1,155364.8,0.0,155364.8,0,155364.8
183,111,964,1,2212.96,0.0,2212.96,20,1770.3680000000002
184,111,607,1,3784.6,0.0,3784.6,10,3406.14
185,112,132,1,2548.46,244.34,2304.12,30,1783.922
186,113,1217,1,2877.25,62.39,2814.86,20,2301.8
187,113,1578,2,6158.02,933.91,11382.13,20,4926.416000000001
188,114,231,1,3736.97,519.97,3217.0,0,3736.97
189,115,436,1,147796.0,0.0,147796.0,10,133016.4
190,115,314,2,1524.32,0.0,3048.64,0,1524.32
191,116,1191,1,37568.14,0.0,37568.14,30,26297.698
192,116,1224,1,3160.05,0.0,3160.05,0,3160.05
193,117,465,1,3059.86,296.46,2763.4,20,2447.8880000000004
194,118,1212,1,157753.88,3514.91,154238.97,0,157753.88
195,118,693,1,1188.09,60.37,1127.72,0,1188.09
196,118,1149,1,99668.46,10323.02,89345.44,10,89701.614
197,118,1228,1,8753.11,362.21,8390.9,10,7877.799000000001
198,118,703,1,2132.29,183.16,1949.13,20,1705.832
199,119,1581,1,148976.59,16898.1,132078.49,10,134078.931
200,120,1275,1,278.67,31.84,246.83,20,222.93600000000004
201,121,521,2,322.75,47.82,597.68,30,225.925
202,122,1433,1,5322.5,0.0,5322.5,10,4790.25
203,122,587,1,108314.66,0.0,108314.66,0,108314.66
204,123,808,1,124999.97,16751.8,108248.17,20,99999.976
205,124,1106,1,8946.99,257.53,8689.46,30,6262.892999999999
206,124,1065,1,3958.62,125.43,3833.19,0,3958.62
207,125,83,1,67349.49,0.0,67349.49,0,67349.49
208,125,1221,1,979.8,0.0,979.8,30,685.8599999999999
209,126,1395,1,2489.72,0.79,2488.93,30,1742.804
210,127,472,1,46739.78,5264.98,41474.8,20,37391.824
211,128,403,1,170966.64,4248.98,166717.66,10,153869.97600000002
212,129,1020,1,1546.51,0.0,1546.51,10,1391.859
213,130,148,1,60801.41,1929.38,58872.03,20,48641.128
214,131,327,1,29823.32,3977.56,25845.76,20,23858.656000000003
215,132,1173,1,33473.5,3731.87,29741.63,30,23431.45
216,133,1334,2,1811.5,387.62,3235.38,10,1630.35
217,134,119,1,77500.66,0.0,77500.66,0,77500.66
218,134,862,3,68245.35,0.0,204736.05,0,68245.35
219,135,1365,1,75380.11,6602.25,68777.86,30,52766.077
220,136,866,1,28151.71,0.0,28151.71,30,19706.197
221,137,445,1,550.01,32.51,517.5,10,495.009
222,137,537,1,127206.42,3785.34,123421.08,10,114485.778
223,138,58,1,2642.32,0.0,2642.32,30,1849.624
224,138,865,1,22469.84,0.0,22469.84,30,15728.888
225,138,919,3,64205.31,0.0,192615.93,30,44943.717
226,138,1515,3,2940.55,0.0,8821.65,30,2058.385
227,138,289,1,2410.54,0.0,2410.54,20,1928.432
228,139,1577,2,499.74,119.85,879.63,30,349.818
229,140,1340,2,4036.45,0.0,8072.9,10,3632.805
230,141,1221,1,979.8,34.57,945.23,0,979.8
231,142,222,1,129577.13,0.0,129577.13,0,129577.13
232,143,788,1,3542.11,324.8,3217.31,20,2833.688
233,144,528,1,1071.66,136.41,935.25,10,964.494
234,144,782,1,32396.84,4049.34,28347.5,10,29157.156
235,144,1545,1,82188.32,7089.94,75098.38,0,82188.32
236,145,920,1,44354.36,5884.69,38469.67,30,31048.052
237,145,383,1,1151.25,75.95,1075.3,20,921.0
238,146,1484,1,86983.02,5625.76,81357.26,0,86983.02
239,147,1320,1,44898.72,0.0,44898.72,30,31429.104
240,148,963,1,121884.72,12614.06,109270.66,0,121884.72
241,149,23,1,2254.98,202.24,2052.74,30,1578.486
242,149,1501,1,31743.02,2285.77,29457.25,30,22220.114
243,149,375,1,1217.82,97.55,1120.27,0,1217.82
244,149,1313,1,1131.03,7.07,1123.96,30,791.7209999999999
245,149,1023,1,36297.55,4112.74,32184.81,10,32667.795
246,150,107,1,284.52,19.13,265.39,10,256.068
247,151,746,2,118090.14,0.0,236180.28,30,82663.098
248,151,634,2,128711.83,0.0,257423.66,10,115840.647
249,152,596,1,1371.16,155.0,1216.16,30,959.812
250,152,121,1,250.81,5.41,245.4,0,250.81
251,153,122,1,2414.47,0.0,2414.47,10,2173.023
252,153,1035,1,2051.19,0.0,2051.19,20,1640.9520000000002
253,154,921,1,158189.7,10519.86,147669.84,30,110732.79
254,154,1509,1,39314.87,3811.62,35503.25,0,39314.87
255,155,43,2,6086.88,0.0,12173.76,0,6086.88
256,156,721,1,1671.74,174.07,1497.67,30,1170.2179999999998
257,156,894,1,3863.24,47.11,3816.13,30,2704.268
258,156,921,1,158189.7,19669.05,138520.65,20,126551.76
259,156,40,1,29011.05,2566.08,26444.97,20,23208.84
260,156,945,1,1136.14,76.99,1059.15,20,908.912
261,157,880,1,3054.09,346.5,2707.59,0,3054.09
262,157,929,1,30089.57,312.7,29776.87,0,30089.57
263,158,851,1,752.31,62.96,689.35,30,526.617
264,158,411,1,2910.53,202.46,2708.07,20,2328.4240000000004
265,158,131,2,26403.44,4737.3,48069.58,30,18482.408
266,158,148,1,60801.41,5502.5,55298.91,10,54721.26900000001
267,159,1457,1,60301.61,1113.23,59188.38,30,42211.127
268,159,579,1,96143.92,2339.39,93804.53,0,96143.92
269,159,94,1,43997.06,5391.68,38605.38,20,35197.648
270,160,494,1,2127.83,0.0,2127.83,0,2127.83
271,161,1259,1,420.62,35.03,385.59,10,378.558
272,162,709,2,2013.15,586.2,3440.1,30,1409.205
273,163,24,1,143987.71,0.0,143987.71,10,129588.939
274,163,1002,1,67301.61,0.0,67301.61,0,67301.61
275,164,875,1,28152.68,567.68,27585.0,10,25337.412
276,165,66,1,2441.02,244.09,2196.93,30,1708.714
277,166,1458,1,3481.03,0.0,3481.03,0,3481.03
278,167,84,2,2164.95,477.92,3851.98,20,1731.96
279,168,1213,2,56227.35,1578.82,110875.88,20,44981.880000000005
280,169,199,1,26074.89,1318.54,24756.35,30,18252.423
281,170,1241,2,1430.84,0.0,2861.68,0,1430.84
282,171,1250,1,42939.79,4678.74,38261.05,30,30057.853
283,171,1573,1,3177.29,276.04,2901.25,20,2541.8320000000003
284,172,617,1,3079.68,66.87,3012.81,30,2155.776
285,173,82,1,2097.58,221.33,1876.25,10,1887.822
286,173,290,1,32947.49,787.25,32160.24,20,26357.992
287,173,1331,1,2122.62,32.02,2090.6,30,1485.8339999999998
288,173,230,2,32147.34,8960.81,55333.87,30,22503.138
289,174,568,1,163028.84,11305.07,151723.77,10,146725.956
290,175,826,1,1971.53,0.0,1971.53,0,1971.53
291,176,1299,2,3414.72,1022.0,5807.44,20,2731.776
292,177,21,1,417.88,28.74,389.14,30,292.516
293,178,1492,2,2438.62,352.89,4524.35,0,2438.62
294,179,1354,2,2097.47,0.0,4194.94,30,1468.2289999999998
295,180,361,1,670.56,33.42,637.14,10,603.504
296,180,774,1,91105.66,9593.94,81511.72,20,72884.528
297,181,95,1,24006.46,2419.95,21586.51,20,19205.168
298,182,14,2,2125.0,244.4,4005.6,20,1700.0
299,182,1376,1,901.13,65.82,835.31,0,901.13
300,183,684,2,2183.03,464.68,3901.38,0,2183.03
301,184,952,2,28872.88,0.0,57745.76,20,23098.304000000004
302,185,1558,1,1952.71,106.66,1846.05,0,1952.71
303,186,1538,1,1905.21,76.54,1828.67,30,1333.647
304,187,570,1,21654.56,1859.85,19794.71,30,15158.192
305,187,202,1,83953.83,1063.84,82889.99,20,67163.064
306,188,79,1,37609.6,1573.06,36036.54,30,26326.72
307,188,755,2,118973.39,7411.45,230535.33,10,107076.051
308,188,114,1,46974.46,4275.41,42699.05,30,32882.122
309,188,1323,1,7044.95,893.63,6151.32,10,6340.455
310,188,306,2,223.24,28.1,418.38,20,178.592
311,189,453,1,2582.33,380.36,2201.97,30,1807.631
312,190,1515,1,2940.55,0.0,2940.55,10,2646.4950000000003
313,191,1444,1,1761.67,208.75,1552.92,10,1585.5030000000002
314,192,459,2,2056.03,0.0,4112.06,10,1850.427
315,192,862,1,68245.35,0.0,68245.35,30,47771.745
316,192,395,2,2765.23,0.0,5530.46,0,2765.23
317,192,1367,1,1115.97,0.0,1115.97,20,892.7760000000001
318,192,1006,1,2865.1,0.0,2865.1,0,2865.1
319,193,285,2,3301.99,791.73,5812.25,10,2971.791
320,193,1311,1,5198.45,519.61,4678.84,30,3638.915
321,194,566,1,601.7,3.21,598.49,10,541.5300000000001
322,194,1370,1,62115.24,6789.9,55325.34,20,49692.192
323,194,413,1,2455.33,311.45,2143.88,0,2455.33
324,194,1144,1,1149.43,65.65,1083.78,30,804.601
325,195,541,1,43654.41,2960.25,40694.16,30,30558.087
326,195,85,1,422.79,32.34,390.45,30,295.953
327,195,1019,1,321.92,15.51,306.41,0,321.92
328,196,1571,3,365.21,63.03,1032.6,10,328.689
329,197,294,2,41961.75,3118.62,80804.88,10,37765.575
330,198,499,1,2538.2,85.3,2452.9,10,2284.38
331,198,851,3,752.31,299.45,1957.48,10,677.079
332,199,1336,1,4092.74,475.71,3617.03,30,2864.918
333,200,1118,1,2926.02,0.0,2926.02,0,2926.02
334,200,1559,1,2127.33,0.0,2127.33,0,2127.33
335,200,1443,1,39621.43,0.0,39621.43,10,35659.287000000004
336,201,1285,3,571.66,119.43,1595.55,20,457.328
337,202,148,1,60801.41,7320.35,53481.06,20,48641.128
338,203,256,1,1894.02,181.74,1712.28,30,1325.814
339,203,213,1,25465.76,2771.34,22694.42,10,22919.184
340,204,1566,1,2317.3,0.0,2317.3,10,2085.57
341,204,1147,3,14582.77,0.0,43748.31,0,14582.77
342,205,1185,1,5187.12,0.0,5187.12,20,4149.696
343,205,172,1,348.87,0.0,348.87,10,313.983
344,206,770,1,86438.74,0.0,86438.74,30,60507.118
345,207,991,1,6557.76,0.0,6557.76,20,5246.2080000000005
346,207,1306,1,55531.46,0.0,55531.46,0,55531.46
347,208,1451,1,397.42,0.0,397.42,20,317.93600000000004
348,208,183,1,2735.6,0.0,2735.6,20,2188.48
349,209,1078,1,2235.87,0.0,2235.87,20,1788.696
350,210,701,1,47197.58,6044.87,41152.71,0,47197.58
351,211,521,1,322.75,0.0,322.75,10,290.475
352,211,975,2,17084.55,0.0,34169.1,10,15376.095
353,211,846,1,3823.36,0.0,3823.36,30,2676.352
354,211,1325,1,33748.2,0.0,33748.2,10,30373.38
355,212,93,1,26807.56,3722.59,23084.97,0,26807.56
356,212,707,1,2710.38,176.85,2533.53,10,2439.342
357,213,320,2,1023.82,0.0,2047.64,30,716.674
358,214,1089,1,76783.54,0.0,76783.54,10,69105.186
359,214,515,1,1652.18,0.0,1652.18,30,1156.526
360,214,1390,2,32277.62,0.0,64555.24,30,22594.334
361,215,493,1,3440.64,0.0,3440.64,0,3440.64
362,216,621,1,2134.64,248.09,1886.55,10,1921.176
363,216,370,1,659.72,78.94,580.78,10,593.748
364,216,1385,1,22894.15,1159.8,21734.35,0,22894.15
365,217,56,1,174294.31,0.0,174294.31,10,156864.87900000002
366,217,498,1,6323.41,0.0,6323.41,30,4426.387
367,217,608,1,39712.41,0.0,39712.41,0,39712.41
368,217,89,1,700.33,0.0,700.33,10,630.297
369,217,42,1,7358.23,0.0,7358.23,30,5150.761
370,218,1447,2,1595.48,314.82,2876.14,30,1116.836
371,219,425,1,4814.38,0.0,4814.38,30,3370.066
372,219,989,1,673.12,0.0,673.12,20,538.496
373,219,1157,1,4990.11,0.0,4990.11,30,3493.077
374,220,1369,1,1514.51,50.94,1463.57,10,1363.059
375,221,481,2,1789.37,0.0,3578.74,20,1431.496
376,222,1191,1,37568.14,5369.78,32198.36,10,33811.326
377,223,249,1,2119.28,280.92,1838.36,30,1483.496
378,224,899,1,401.48,55.63,345.85,10,361.3320000000001
379,225,197,1,4870.47,468.05,4402.42,0,4870.47
380,225,1535,1,4110.59,378.85,3731.74,30,2877.413
381,225,1015,1,2376.2,203.32,2172.88,10,2138.58
382,225,1549,1,1129.63,153.04,976.59,20,903.7040000000002
383,226,1167,3,3045.6,0.0,9136.8,10,2741.04
384,227,248,1,1908.15,16.47,1891.68,20,1526.5200000000002
385,228,1327,1,26530.9,97.2,26433.7,30,18571.63
386,228,1415,3,36353.29,1173.53,107886.34,0,36353.29
387,229,1348,1,3802.67,0.0,3802.67,30,2661.869
388,229,7,1,2327.69,0.0,2327.69,30,1629.383
389,230,1308,1,1123.17,124.71,998.46,10,1010.853
390,231,154,1,3811.09,338.37,3472.72,0,3811.09
391,232,1199,1,1211.39,115.21,1096.18,30,847.9730000000001
392,233,233,1,2640.21,50.67,2589.54,10,2376.1890000000003
393,234,1544,1,5232.67,689.91,4542.76,20,4186.136
394,235,496,1,28606.14,305.36,28300.78,10,25745.526
395,235,1356,1,19747.45,1640.65,18106.8,20,15797.96
396,236,611,1,19135.21,2511.3,16623.91,10,17221.689
397,236,127,1,2230.56,334.32,1896.24,10,2007.504
398,237,188,3,43239.04,8205.38,121511.74,10,38915.136
399,238,477,1,1565.23,36.36,1528.87,20,1252.1840000000002
400,239,1186,1,2233.01,19.86,2213.15,30,1563.107
401,239,1385,1,22894.15,1188.65,21705.5,10,20604.735
402,240,360,1,32907.0,4068.93,28838.07,0,32907.0
403,241,883,3,5242.7,552.16,15175.94,10,4718.43
404,241,963,3,121884.72,35669.0,329985.16,0,121884.72
405,241,167,1,90813.43,1436.91,89376.52,20,72650.74399999999
406,241,150,1,43135.57,5109.78,38025.79,10,38822.013
407,242,482,1,7050.68,0.0,7050.68,20,5640.544000000001
408,243,714,1,2767.25,252.32,2514.93,30,1937.075
409,244,639,1,1460.92,0.0,1460.92,20,1168.736
410,244,1426,1,2854.6,0.0,2854.6,20,2283.68
411,244,1319,1,143495.9,0.0,143495.9,20,114796.72
412,245,476,1,76487.54,2554.46,73933.08,0,76487.54
413,246,311,1,5092.96,0.0,5092.96,10,4583.664
414,246,692,1,2423.69,0.0,2423.69,10,2181.321
415,246,1417,1,1306.26,0.0,1306.26,0,1306.26
416,246,1148,2,35366.0,0.0,70732.0,0,35366.0
417,246,124,1,1916.25,0.0,1916.25,20,1533.0
418,247,1069,2,40522.57,10612.61,70432.53,10,36470.313
419,248,444,1,3621.4,0.0,3621.4,10,3259.26
420,249,1331,1,2122.62,15.83,2106.79,10,1910.358
421,250,1219,1,1611.72,0.0,1611.72,0,1611.72
422,251,1159,2,285.32,52.19,518.45,30,199.724
423,252,593,1,47231.85,1545.56,45686.29,10,42508.665
424,253,458,1,8217.39,0.0,8217.39,0,8217.39
425,253,242,1,1239.27,0.0,1239.27,20,991.416
426,254,18,1,219.13,18.61,200.52,10,197.217
427,254,1016,1,36631.13,2872.39,33758.74,20,29304.904
428,254,93,1,26807.56,2385.67,24421.89,10,24126.804
429,254,1246,1,1880.46,262.08,1618.38,0,1880.46
430,255,1198,1,2934.15,381.74,2552.41,0,2934.15
431,256,364,2,996.71,19.27,1974.15,20,797.368
432,257,829,1,5385.17,367.41,5017.76,30,3769.619
433,257,1244,1,3810.15,379.0,3431.15,10,3429.135
434,258,375,1,1217.82,135.08,1082.74,20,974.256
435,258,446,1,2938.62,205.22,2733.4,30,2057.034
436,259,117,2,19742.72,3831.5,35653.94,20,15794.176
437,260,1494,1,18167.06,355.42,17811.64,0,18167.06
438,261,312,2,1612.79,0.0,3225.58,10,1451.511
439,262,1420,1,1349.54,89.6,1259.94,10,1214.586
440,262,1545,1,82188.32,7695.37,74492.95,20,65750.656
441,262,1513,1,2099.25,222.84,1876.41,10,1889.325
442,263,1276,1,5685.06,0.0,5685.06,10,5116.554
443,264,810,1,26333.87,2438.17,23895.7,10,23700.483
444,264,382,1,65460.34,2284.03,63176.31,20,52368.272
445,264,1379,1,78359.54,10459.13,67900.41,10,70523.586
446,264,287,1,5144.9,91.43,5053.47,0,5144.9
447,265,112,1,86793.43,0.0,86793.43,0,86793.43
448,265,1594,1,1943.32,0.0,1943.32,20,1554.656
449,266,1051,1,18311.46,0.0,18311.46,30,12818.022
450,267,1117,2,628.26,0.0,1256.52,0,628.26
451,268,1128,1,2674.52,22.24,2652.28,30,1872.164
452,269,876,2,99791.13,17629.45,181952.81,10,89812.017
453,269,782,1,32396.84,1341.49,31055.35,30,22677.788
454,270,337,2,4173.88,613.14,7734.62,20,3339.1040000000003
455,271,1490,1,516.42,0.0,516.42,0,516.42
456,272,155,1,6759.98,433.89,6326.09,10,6083.982
457,273,307,1,4585.11,0.0,4585.11,30,3209.577
458,273,724,1,625.35,0.0,625.35,0,625.35
459,274,1525,1,368.87,0.0,368.87,20,295.096
460,274,292,1,42595.72,0.0,42595.72,10,38336.148
461,275,1146,1,1018.85,130.11,888.74,10,916.965
462,275,1191,1,37568.14,2298.51,35269.63,30,26297.698
463,276,903,2,39591.52,6599.95,72583.09,30,27714.063999999995
464,276,368,1,53610.72,4771.4,48839.32,0,53610.72
465,277,86,1,3175.74,149.34,3026.4,30,2223.018
466,277,837,1,157966.42,20478.32,137488.1,0,157966.42
467,278,1438,1,1797.41,222.27,1575.14,30,1258.187
